Calendario de Fertilización para Goteo 1 Vez Por Semana,Calendario de Fertilización para Goteo 1 Vez Por Semana_1,Calendario de Fertilización para Goteo 1 Vez Por Semana_2,Calendario de Fertilización para Goteo 1 Vez Por Semana_3,Calendario de Fertilización para Goteo 1 Vez Por Semana_4,Calendario de Fertilización para Goteo 1 Vez Por Semana_5,Calendario de Fertilización para Goteo 1 Vez Por Semana_6,Calendario de Fertilización para Goteo 1 Vez Por Semana_7,Calendario de Fertilización para Goteo 1 Vez Por Semana_8,Calendario de Fertilización para Goteo 1 Vez Por Semana_9,Calendario de Fertilización para Goteo 1 Vez Por Semana_10,Calendario de Fertilización para Goteo 1 Vez Por Semana_11,Calendario de Fertilización para Goteo 1 Vez Por Semana_12,Columna_13,Columna_14,Columna_15,Columna_16,Columna_17,Columna_18
11,77,38596,,24.660808454120886,,13.692481474451661,,45.56305863793342,,25.92521705653021,,0.0008333105482456141,,465.0481331533962,,8.097165991902834,,1645.1733257404428
12,84,38603,,27.57637201519921,,15.311297018229197,,50.94982419118663,,28.990267348927873,,0.0009318300219298245,,520.0287899235268,,8.097165991902834,,1838.28845498465
13,91,38610,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
14,98,38617,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
15,105,38624,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
16,112,38631,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
17,119,38638,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
18,126,38645,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
19,133,38652,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
20,140,38659,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
21,147,38666,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
22,154,38673,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
23,161,38680,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
24,168,38687,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
25,175,38694,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
26,182,38701,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
27,189,38708,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
28,196,38715,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
29,203,38722,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
30,210,38729,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
31,217,38736,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
32,224,38743,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
33,231,38750,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
34,238,38757,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
35,245,38764,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
36,252,38771,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
37,259,38778,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
38,266,38785,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
39,273,38792,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
40,280,38799,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
41,287,38806,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
42,294,38813,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
43,301,38820,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
44,308,38827,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
45,315,38834,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
46,322,38841,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
47,329,38848,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
48,336,38855,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
49,343,38862,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
50,350,38869,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
51,357,38876,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
52,364,38883,,29.763044686007966,,16.525408676062348,,54.989898356126524,,31.289055068226123,,0.0010057196271929824,,561.2642825011246,,8.097165991902834,,1983.1248019178051
