Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal,Para Apio de cosecha de hoja semanal
,50,8,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,51,8,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,52,8,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,53,8,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,54,8,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,55,8,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,56,8,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,57,9,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,58,9,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,59,9,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,60,9,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,61,9,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,62,9,3.3029244604700856,2.553065527065527,6.425491688538933,1.1822083134358798,3.289731073798023,23.426,1.7284533708646197,0.5,0.42999999999999994
,63,9,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,64,10,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,65,10,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,66,10,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,67,10,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,68,10,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,69,10,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,70,10,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,71,11,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,72,11,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,73,11,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,74,11,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,75,11,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,76,11,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,77,11,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,78,12,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,79,12,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,80,12,4.164556928418802,3.2190826210826207,8.101706911636043,1.4906104821582828,4.147921788701854,29.5372,1.7284533708646195,0.5,0.43000000000000005
,81,12,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,82,12,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,83,12,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,84,12,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,85,13,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,86,13,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,87,13,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,88,13,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,89,13,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,90,13,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,91,13,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,92,14,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,93,14,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,94,14,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,95,14,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,96,14,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,97,14,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,98,14,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,99,15,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,100,15,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,101,15,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,102,15,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,103,15,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,104,15,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,105,15,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,106,16,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,107,16,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,108,16,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,109,16,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,110,16,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,111,16,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,112,16,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,113,17,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,114,17,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,115,17,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,116,17,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,117,17,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,118,17,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,119,17,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,120,18,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,121,18,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,122,18,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,123,18,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,124,18,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,125,18,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,126,18,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,127,19,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,128,19,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,129,19,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,130,19,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,131,19,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,132,19,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,133,19,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,134,20,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,135,20,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,136,20,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,137,20,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,138,20,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,139,20,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,140,20,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,141,21,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,142,21,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,143,21,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,144,21,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,145,21,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,146,21,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,147,21,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,148,22,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,149,22,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,150,22,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,151,22,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,152,22,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,153,22,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,154,22,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,155,23,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,156,23,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,157,23,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,158,23,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,159,23,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,160,23,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,161,23,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,162,24,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,163,24,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,164,24,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,165,24,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,166,24,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,167,24,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,168,24,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,169,25,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,170,25,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,171,25,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,172,25,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,173,25,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,174,25,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,175,25,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,176,26,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,177,26,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,178,26,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,179,26,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,180,26,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,181,26,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
,182,26,5.0261893963675215,3.8850997150997157,9.777922134733158,1.7990126508806865,5.006112503605687,35.6483,1.7284533708646195,0.5,0.42999999999999994
