Calendario de Fertilización para Goteo 1 Vez Por Semana,Calendario de Fertilización para Goteo 1 Vez Por Semana_1,Calendario de Fertilización para Goteo 1 Vez Por Semana_2,Calendario de Fertilización para Goteo 1 Vez Por Semana_3,Calendario de Fertilización para Goteo 1 Vez Por Semana_4,Calendario de Fertilización para Goteo 1 Vez Por Semana_5,Calendario de Fertilización para Goteo 1 Vez Por Semana_6,Calendario de Fertilización para Goteo 1 Vez Por Semana_7,Calendario de Fertilización para Goteo 1 Vez Por Semana_8,Calendario de Fertilización para Goteo 1 Vez Por Semana_9,Calendario de Fertilización para Goteo 1 Vez Por Semana_10,Calendario de Fertilización para Goteo 1 Vez Por Semana_11,Calendario de Fertilización para Goteo 1 Vez Por Semana_12,Columna_13,Columna_14,Columna_15,Columna_16,Columna_17,Columna_18
17,119,38638,,25.897463324941846,,86.73782672435208,,44.42576824243057,,26.277053358011372,,12.328160559667422,,1218.4762834146343,,20.019999999999996,,1499.7443437659365
18,126,38645,,57.33493692568795,,31.31377385529835,,59.97055020911955,,35.471515971428,,16.641841009819604,,1218.4762834146343,,20.019999999999996,,1049.1871771801248
19,133,38652,,57.33493692568795,,31.31377385529835,,59.97055020911955,,35.471515971428,,16.641841009819604,,1218.4762834146343,,20.019999999999996,,1049.1871771801248
20,140,38659,,57.33493692568795,,31.31377385529835,,59.97055020911955,,35.471515971428,,16.641841009819604,,1218.4762834146343,,20.019999999999996,,1049.1871771801248
21,147,38666,,57.33493692568795,,31.31377385529835,,59.97055020911955,,35.471515971428,,16.641841009819604,,1218.4762834146343,,20.019999999999996,,1049.1871771801248
22,154,38673,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
23,161,38680,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
24,168,38687,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
25,175,38694,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
26,182,38701,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
27,189,38708,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
28,196,38715,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
29,203,38722,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
30,210,38729,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
31,217,38736,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
32,224,38743,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
33,231,38750,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
34,238,38757,,49.221254560041096,,31.31377385529835,,89.99260540540537,,53.229028728551334,,24.972967998356747,,1218.4762834146343,,20.019999999999996,,1250.1454346538837
35,245,38764,,61.67125707740301,,41.32223979557444,,113.6094148378378,,67.19795230946771,,31.526637864036623,,1218.4762834146343,,20.019999999999996,,1586.7116910784312
36,252,38771,,61.67125707740301,,41.32223979557444,,113.6094148378378,,67.19795230946771,,31.526637864036623,,1218.4762834146343,,20.019999999999996,,1586.7116910784312
37,259,38778,,61.67125707740301,,41.32223979557444,,113.6094148378378,,67.19795230946771,,31.526637864036623,,1218.4762834146343,,20.019999999999996,,1586.7116910784312
38,266,38785,,61.67125707740301,,41.32223979557444,,113.6094148378378,,67.19795230946771,,31.526637864036623,,1218.4762834146343,,20.019999999999996,,1586.7116910784312
39,273,38792,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
40,280,38799,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
41,287,38806,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
42,294,38813,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
43,301,38820,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
44,308,38827,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
45,315,38834,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
46,322,38841,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
47,329,38848,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
48,336,38855,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
49,343,38862,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
50,350,38869,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
51,357,38876,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
52,364,38883,,59.192532288817524,,41.32223979557444,,140.1182783,,82.87747451501016,,38.88285336564517,,1218.4762834146343,,20.019999999999996,,1778.67876450512
